promoter,pos,binding_site,gc
TSS_1414_storz_regulondb,-19,2,41
TSS_1414_storz_regulondb,-18,2,41
TSS_1414_storz_regulondb,-17,2,41
TSS_1414_storz_regulondb,-16,2,41
TSS_1414_storz_regulondb,-15,2,41
TSS_1414_storz_regulondb,-14,2,41
TSS_1414_storz_regulondb,4,3,41
TSS_1414_storz_regulondb,5,3,41
TSS_1414_storz_regulondb,6,3,41
TSS_1414_storz_regulondb,7,3,41
TSS_1414_storz_regulondb,8,3,41
TSS_1414_storz_regulondb,19,4,41
TSS_1414_storz_regulondb,20,4,41
TSS_18061_regulondb,-62,1,1
TSS_18061_regulondb,-57,2,1
TSS_18061_regulondb,-56,2,1
TSS_18061_regulondb,-55,2,1
TSS_18061_regulondb,-54,2,1
TSS_18061_regulondb,-53,2,1
TSS_18061_regulondb,-33,3,1
TSS_18061_regulondb,-32,3,1
TSS_18061_regulondb,-31,3,1
TSS_18061_regulondb,-30,3,1
TSS_18061_regulondb,36,4,1
TSS_18061_regulondb,-69,1,2
TSS_18061_regulondb,-68,1,2
TSS_18061_regulondb,-67,1,2
TSS_18061_regulondb,-66,1,2
TSS_18061_regulondb,-65,1,2
TSS_18061_regulondb,-57,2,2
TSS_18061_regulondb,-56,2,2
TSS_18061_regulondb,-55,2,2
TSS_18061_regulondb,-54,2,2
TSS_18061_regulondb,-53,2,2
TSS_18061_regulondb,-88,1,3
TSS_18061_regulondb,-87,1,3
TSS_18061_regulondb,-86,1,3
TSS_18061_regulondb,-85,1,3
TSS_18061_regulondb,-84,1,3
TSS_18061_regulondb,-83,1,3
TSS_18061_regulondb,-57,2,3
TSS_18061_regulondb,-56,2,3
TSS_18061_regulondb,-55,2,3
TSS_18061_regulondb,-54,2,3
TSS_18061_regulondb,-53,2,3
TSS_18061_regulondb,-12,3,3
TSS_18061_regulondb,-11,3,3
TSS_18061_regulondb,-10,3,3
TSS_18061_regulondb,-9,3,3
TSS_18061_regulondb,-59,1,4
TSS_18061_regulondb,-58,1,4
TSS_18061_regulondb,-57,1,4
TSS_18061_regulondb,-56,1,4
TSS_18061_regulondb,-55,1,4
TSS_18061_regulondb,-54,1,4
TSS_18061_regulondb,-53,1,4
TSS_18061_regulondb,-72,1,6
TSS_18061_regulondb,-70,1,6
TSS_18061_regulondb,-57,2,6
TSS_18061_regulondb,-56,2,6
TSS_18061_regulondb,-55,2,6
TSS_18061_regulondb,-54,2,6
TSS_18061_regulondb,-53,2,6
TSS_18061_regulondb,-34,3,6
TSS_18061_regulondb,-33,3,6
TSS_18061_regulondb,-32,3,6
TSS_18061_regulondb,-92,1,8
TSS_18061_regulondb,-91,1,8
TSS_18061_regulondb,-59,2,8
TSS_18061_regulondb,-58,2,8
TSS_18061_regulondb,-57,2,8
TSS_18061_regulondb,-56,2,8
TSS_18061_regulondb,-38,3,8
TSS_18061_regulondb,-37,3,8
TSS_18061_regulondb,-13,4,8
TSS_18061_regulondb,-12,4,8
TSS_18061_regulondb,-11,4,8
TSS_18061_regulondb,-6,5,8
TSS_18061_regulondb,-5,5,8
TSS_18061_regulondb,-4,5,8
TSS_18061_regulondb,-3,5,8
TSS_18061_regulondb,-57,1,11
TSS_18061_regulondb,-56,1,11
TSS_18061_regulondb,-55,1,11
TSS_18061_regulondb,-54,1,11
TSS_18061_regulondb,-53,1,11
TSS_18061_regulondb,-57,1,15
TSS_18061_regulondb,-56,1,15
TSS_18061_regulondb,-55,1,15
TSS_18061_regulondb,-54,1,15
TSS_18061_regulondb,-53,1,15
TSS_18061_regulondb,-30,2,15
TSS_18061_regulondb,-29,2,15
TSS_18061_regulondb,-27,2,15
TSS_18061_regulondb,-26,2,15
TSS_18061_regulondb,-25,2,15
TSS_18061_regulondb,-24,2,15
TSS_18061_regulondb,-23,2,15
TSS_18061_regulondb,37,3,15
TSS_18061_regulondb,-69,1,17
TSS_18061_regulondb,-68,1,17
TSS_18061_regulondb,-67,1,17
TSS_18061_regulondb,-66,1,17
TSS_18061_regulondb,-65,1,17
TSS_18061_regulondb,-30,2,17
TSS_18061_regulondb,-29,2,17
TSS_18061_regulondb,-28,2,17
TSS_18061_regulondb,-27,2,17
TSS_18061_regulondb,-26,2,17
TSS_18061_regulondb,-16,3,17
TSS_18061_regulondb,-9,4,17
TSS_18061_regulondb,-8,4,17
TSS_18061_regulondb,-7,4,17
TSS_18061_regulondb,-57,1,19
TSS_18061_regulondb,-56,1,19
TSS_18061_regulondb,-55,1,19
TSS_18061_regulondb,-54,1,19
TSS_18061_regulondb,-53,1,19
TSS_18061_regulondb,-57,1,21
TSS_18061_regulondb,-56,1,21
TSS_18061_regulondb,-55,1,21
TSS_18061_regulondb,-54,1,21
TSS_18061_regulondb,-53,1,21
TSS_18061_regulondb,-31,2,21
TSS_18061_regulondb,-30,2,21
TSS_18061_regulondb,-29,2,21
TSS_18061_regulondb,-28,2,21
TSS_18061_regulondb,-27,2,21
TSS_18061_regulondb,-26,2,21
TSS_18061_regulondb,-76,1,31
TSS_18061_regulondb,-57,2,31
TSS_18061_regulondb,-56,2,31
TSS_18061_regulondb,-55,2,31
TSS_18061_regulondb,-54,2,31
TSS_18061_regulondb,-53,2,31
TSS_18061_regulondb,-11,3,31
TSS_18061_regulondb,-57,1,33
TSS_18061_regulondb,-56,1,33
TSS_18061_regulondb,-55,1,33
TSS_18061_regulondb,-54,1,33
TSS_18061_regulondb,-53,1,33
TSS_18061_regulondb,-27,2,33
TSS_18061_regulondb,34,3,33
TSS_18061_regulondb,35,3,33
TSS_18061_regulondb,36,3,33
TSS_18061_regulondb,37,3,33
TSS_18061_regulondb,38,3,33
TSS_18061_regulondb,-92,1,34
TSS_18061_regulondb,-76,2,34
TSS_18061_regulondb,-75,2,34
TSS_18061_regulondb,-66,3,34
TSS_18061_regulondb,-57,4,34
TSS_18061_regulondb,-56,4,34
TSS_18061_regulondb,-55,4,34
TSS_18061_regulondb,-54,4,34
TSS_18061_regulondb,-53,4,34
TSS_18061_regulondb,-33,5,34
TSS_18061_regulondb,-32,5,34
TSS_18061_regulondb,-31,5,34
TSS_18061_regulondb,-30,5,34
TSS_18061_regulondb,-78,1,37
TSS_18061_regulondb,-77,1,37
TSS_18061_regulondb,-76,1,37
TSS_18061_regulondb,-57,2,37
TSS_18061_regulondb,-56,2,37
TSS_18061_regulondb,-55,2,37
TSS_18061_regulondb,-54,2,37
TSS_18061_regulondb,-53,2,37
TSS_18061_regulondb,-32,3,37
TSS_18061_regulondb,-31,3,37
TSS_18061_regulondb,-30,3,37
TSS_18061_regulondb,-84,1,38
TSS_18061_regulondb,-83,1,38
TSS_18061_regulondb,-82,1,38
TSS_18061_regulondb,-81,1,38
TSS_18061_regulondb,-57,2,38
TSS_18061_regulondb,-56,2,38
TSS_18061_regulondb,-55,2,38
TSS_18061_regulondb,-54,2,38
TSS_18061_regulondb,-53,2,38
TSS_18061_regulondb,-21,3,38
TSS_18061_regulondb,-2,4,38
TSS_18061_regulondb,-1,4,38
TSS_18061_regulondb,0,4,38
TSS_18061_regulondb,-109,1,40
TSS_18061_regulondb,-57,2,40
TSS_18061_regulondb,-56,2,40
TSS_18061_regulondb,-55,2,40
TSS_18061_regulondb,-54,2,40
TSS_18061_regulondb,-53,2,40
TSS_18061_regulondb,-10,3,40
TSS_18061_regulondb,-9,3,40
TSS_18061_regulondb,-6,3,40
TSS_18061_regulondb,18,4,40
TSS_18061_regulondb,19,4,40
TSS_18061_regulondb,20,4,40
TSS_18061_regulondb,21,4,40
TSS_18061_regulondb,22,4,40
TSS_18061_regulondb,-57,1,41
TSS_18061_regulondb,-56,1,41
TSS_18061_regulondb,-55,1,41
TSS_18061_regulondb,-54,1,41
TSS_18061_regulondb,-53,1,41
TSS_18061_regulondb,-52,1,41
TSS_18061_regulondb,-48,2,41
TSS_4654_wanner_regulondb,-28,1,7
TSS_4654_wanner_regulondb,-10,2,7
TSS_4654_wanner_regulondb,-9,2,7
TSS_4654_wanner_regulondb,-8,2,7
TSS_4654_wanner_regulondb,12,3,7
TSS_4654_wanner_regulondb,13,3,7
TSS_4654_wanner_regulondb,26,4,7
TSS_4654_wanner_regulondb,27,4,7
TSS_4654_wanner_regulondb,29,4,7
TSS_4654_wanner_regulondb,30,4,7
TSS_4654_wanner_regulondb,31,4,7
TSS_4654_wanner_regulondb,32,4,7
TSS_4654_wanner_regulondb,33,4,7
TSS_4654_wanner_regulondb,-75,1,8
TSS_4654_wanner_regulondb,1,2,8
TSS_4654_wanner_regulondb,22,3,8
TSS_4654_wanner_regulondb,-88,1,19
TSS_4654_wanner_regulondb,-87,1,19
TSS_4654_wanner_regulondb,-86,1,19
TSS_4654_wanner_regulondb,-62,2,19
TSS_4654_wanner_regulondb,-53,3,19
TSS_4654_wanner_regulondb,-52,3,19
TSS_4654_wanner_regulondb,-51,3,19
TSS_4654_wanner_regulondb,-50,3,19
TSS_4654_wanner_regulondb,-49,3,19
TSS_4654_wanner_regulondb,-48,3,19
TSS_4654_wanner_regulondb,29,4,19
TSS_4654_wanner_regulondb,-103,1,21
TSS_4654_wanner_regulondb,-102,1,21
TSS_4654_wanner_regulondb,-101,1,21
TSS_4654_wanner_regulondb,-100,1,21
TSS_4654_wanner_regulondb,-99,1,21
TSS_4654_wanner_regulondb,-96,1,21
TSS_4654_wanner_regulondb,-95,1,21
TSS_4654_wanner_regulondb,-94,1,21
TSS_4654_wanner_regulondb,-93,1,21
TSS_4654_wanner_regulondb,-79,1,24
TSS_4654_wanner_regulondb,-78,1,24
TSS_4654_wanner_regulondb,-77,1,24
TSS_4654_wanner_regulondb,-76,1,24
TSS_4654_wanner_regulondb,-75,1,24
TSS_4654_wanner_regulondb,-65,2,24
TSS_4654_wanner_regulondb,-22,3,24
TSS_4654_wanner_regulondb,-21,3,24
TSS_4654_wanner_regulondb,-20,3,24
TSS_4654_wanner_regulondb,-6,4,24
TSS_4654_wanner_regulondb,-5,4,24
TSS_4654_wanner_regulondb,-4,4,24
TSS_4654_wanner_regulondb,-3,4,24
TSS_4654_wanner_regulondb,-92,1,29
TSS_4654_wanner_regulondb,-91,1,29
TSS_4654_wanner_regulondb,-90,1,29
TSS_4654_wanner_regulondb,-89,1,29
TSS_4654_wanner_regulondb,-80,2,29
TSS_4654_wanner_regulondb,-79,2,29
TSS_4654_wanner_regulondb,-77,2,29
TSS_4654_wanner_regulondb,-76,2,29
TSS_4654_wanner_regulondb,-11,3,29
TSS_4654_wanner_regulondb,-10,3,29
TSS_4654_wanner_regulondb,-9,3,29
TSS_4654_wanner_regulondb,23,4,29
TSS_4654_wanner_regulondb,-64,1,39
TSS_4654_wanner_regulondb,-47,2,39
TSS_4654_wanner_regulondb,-46,2,39
TSS_4654_wanner_regulondb,-33,3,39
TSS_4654_wanner_regulondb,-32,3,39
TSS_4654_wanner_regulondb,17,4,39
TSS_4654_wanner_regulondb,-88,1,41
TSS_4654_wanner_regulondb,-87,1,41
TSS_4654_wanner_regulondb,-77,2,41
TSS_4654_wanner_regulondb,-76,2,41
TSS_4654_wanner_regulondb,-75,2,41
TSS_4654_wanner_regulondb,-74,2,41
TSS_4654_wanner_regulondb,-63,3,41
TSS_4654_wanner_regulondb,-60,3,41
TSS_4654_wanner_regulondb,-43,4,41
TSS_4654_wanner_regulondb,-11,5,41
TSS_4654_wanner_regulondb,-10,5,41
TSS_4654_wanner_regulondb,-9,5,41
TSS_4654_wanner_regulondb,-8,5,41
TSS_4655_regulondb,-97,1,11
TSS_4655_regulondb,-96,1,11
TSS_4655_regulondb,-95,1,11
TSS_4655_regulondb,-94,1,11
TSS_4655_regulondb,-93,1,11
TSS_4655_regulondb,-30,2,11
TSS_4655_regulondb,-29,2,11
TSS_4655_regulondb,-28,2,11
TSS_4655_regulondb,-27,2,11
TSS_4655_regulondb,-26,2,11
TSS_4655_regulondb,-73,1,12
TSS_4655_regulondb,-35,2,12
TSS_4655_regulondb,-97,1,19
TSS_4655_regulondb,-96,1,19
TSS_4655_regulondb,-95,1,19
TSS_4655_regulondb,-94,1,19
TSS_4655_regulondb,-93,1,19
TSS_4655_regulondb,-56,2,19
TSS_4655_regulondb,6,3,19
TSS_4655_regulondb,24,4,19
TSS_4655_regulondb,27,4,19
TSS_4655_regulondb,28,4,19
TSS_4655_regulondb,29,4,19
TSS_4655_regulondb,30,4,19
TSS_4655_regulondb,31,4,19
TSS_4655_regulondb,-111,1,20
TSS_4655_regulondb,-55,2,20
TSS_4655_regulondb,-33,3,20
TSS_4655_regulondb,-31,3,20
TSS_4655_regulondb,-30,3,20
TSS_4655_regulondb,-29,3,20
TSS_4655_regulondb,-28,3,20
TSS_4655_regulondb,-27,3,20
TSS_4655_regulondb,35,4,20
TSS_4655_regulondb,38,4,20
TSS_4655_regulondb,-107,1,21
TSS_4655_regulondb,-106,1,21
TSS_4655_regulondb,-104,1,21
TSS_4655_regulondb,-100,2,21
TSS_4655_regulondb,-97,2,21
TSS_4655_regulondb,-96,2,21
TSS_4655_regulondb,-95,2,21
TSS_4655_regulondb,-94,2,21
TSS_4655_regulondb,-93,2,21
TSS_4655_regulondb,-12,3,21
TSS_4655_regulondb,-11,3,21
TSS_4655_regulondb,-10,3,21
TSS_4655_regulondb,-86,1,22
TSS_4655_regulondb,-85,1,22
TSS_4655_regulondb,-29,2,22
TSS_4655_regulondb,-28,2,22
TSS_4655_regulondb,-27,2,22
TSS_4655_regulondb,-13,3,22
TSS_4655_regulondb,14,4,22
TSS_4655_regulondb,-109,1,23
TSS_4655_regulondb,-108,1,23
TSS_4655_regulondb,-107,1,23
TSS_4655_regulondb,-97,2,23
TSS_4655_regulondb,-96,2,23
TSS_4655_regulondb,-95,2,23
TSS_4655_regulondb,-94,2,23
TSS_4655_regulondb,-93,2,23
TSS_4655_regulondb,-11,3,23
TSS_4655_regulondb,-10,3,23
TSS_4655_regulondb,-9,3,23
TSS_4655_regulondb,-8,3,23
TSS_4655_regulondb,-7,3,23
TSS_4655_regulondb,40,4,23
TSS_4655_regulondb,41,4,23
TSS_4655_regulondb,42,4,23
TSS_4655_regulondb,-97,1,29
TSS_4655_regulondb,-96,1,29
TSS_4655_regulondb,-95,1,29
TSS_4655_regulondb,-94,1,29
TSS_4655_regulondb,-93,1,29
TSS_4655_regulondb,-78,2,29
TSS_4655_regulondb,-15,3,29
TSS_4655_regulondb,-14,3,29
TSS_4655_regulondb,-13,3,29
TSS_4655_regulondb,-97,1,40
TSS_4655_regulondb,-96,1,40
TSS_4655_regulondb,-94,1,40
TSS_4655_regulondb,-93,1,40
TSS_4655_regulondb,-90,1,40
TSS_4655_regulondb,-89,1,40
TSS_4655_regulondb,41,2,40
TSS_4655_regulondb,42,2,40
TSS_6311_regulondb,-61,1,2
TSS_6311_regulondb,-34,2,2
TSS_6311_regulondb,7,1,7
TSS_6311_regulondb,31,2,7
TSS_6311_regulondb,38,3,7
TSS_6311_regulondb,-34,1,8
TSS_6311_regulondb,-33,1,8
TSS_6311_regulondb,-32,1,8
TSS_6311_regulondb,-31,1,8
TSS_6311_regulondb,-30,1,8
TSS_6311_regulondb,-22,2,8
TSS_6311_regulondb,-21,2,8
TSS_6311_regulondb,12,3,8
TSS_6311_regulondb,-113,1,23
TSS_6311_regulondb,-105,2,23
TSS_6311_regulondb,-104,2,23
TSS_6311_regulondb,-103,2,23
TSS_6311_regulondb,-102,2,23
TSS_6311_regulondb,-101,2,23
TSS_6311_regulondb,1,3,23
TSS_6311_regulondb,4,3,23
TSS_6311_regulondb,37,4,23
TSS_6311_regulondb,38,4,23
TSS_6311_regulondb,39,4,23
TSS_6311_regulondb,40,4,23
TSS_6311_regulondb,41,4,23
TSS_6311_regulondb,-113,1,29
TSS_6311_regulondb,-109,2,29
TSS_6311_regulondb,4,3,29
TSS_6311_regulondb,5,3,29
TSS_6311_regulondb,7,3,29
TSS_6311_regulondb,-103,1,30
TSS_6311_regulondb,-102,1,30
TSS_6311_regulondb,-101,1,30
TSS_6311_regulondb,-45,2,30
TSS_6311_regulondb,-44,2,30
TSS_6311_regulondb,-43,2,30
TSS_6311_regulondb,-42,2,30
TSS_6311_regulondb,-3,3,30
TSS_6311_regulondb,-2,3,30
TSS_6311_regulondb,-1,3,30
TSS_6311_regulondb,0,3,30
TSS_6311_regulondb,-113,1,33
TSS_6311_regulondb,-89,2,33
TSS_6311_regulondb,-88,2,33
TSS_6311_regulondb,-87,2,33
TSS_6311_regulondb,-86,2,33
TSS_6311_regulondb,-53,3,33
TSS_6311_regulondb,-52,3,33
TSS_6311_regulondb,-10,4,33
TSS_6311_regulondb,-9,4,33
TSS_6311_regulondb,-8,4,33
TSS_6311_regulondb,-7,4,33
TSS_6311_regulondb,-102,1,35
TSS_6311_regulondb,-78,2,35
TSS_6311_regulondb,-77,2,35
TSS_6311_regulondb,-76,2,35
TSS_6311_regulondb,-75,2,35
TSS_6311_regulondb,-74,2,35
TSS_6311_regulondb,30,3,35
TSS_6311_regulondb,31,3,35
TSS_6311_regulondb,39,4,35
TSS_6311_regulondb,40,4,35
TSS_6311_regulondb,42,4,35
TSS_6311_regulondb,-113,1,37
TSS_6311_regulondb,12,2,37
TSS_6311_regulondb,14,2,37
TSS_6311_regulondb,15,2,37
TSS_6311_regulondb,22,3,37
TSS_6311_regulondb,23,3,37
TSS_6311_regulondb,24,3,37
TSS_6311_regulondb,25,3,37
TSS_6311_regulondb,-113,1,38
TSS_6311_regulondb,-11,2,38
TSS_6311_regulondb,0,3,38
TSS_6311_regulondb,-97,1,40
TSS_6311_regulondb,23,2,40
aceBp,-37,1,1
aceBp,-36,1,1
aceBp,-35,1,1
aceBp,-34,1,1
aceBp,-33,1,1
aceBp,-32,1,1
aceBp,-31,1,1
aceBp,-30,1,1
aceBp,-29,1,1
aceBp,-28,1,1
aceBp,-27,1,1
aceBp,-14,2,1
aceBp,-13,2,1
aceBp,-12,2,1
aceBp,-11,2,1
aceBp,-10,2,1
aceBp,-9,2,1
aceBp,-8,2,1
aceBp,-7,2,1
aceBp,-6,2,1
aceBp,-5,2,1
aceBp,-37,1,2
aceBp,-36,1,2
aceBp,-35,1,2
aceBp,-34,1,2
aceBp,-33,1,2
aceBp,-32,1,2
aceBp,-31,1,2
aceBp,-30,1,2
aceBp,-14,2,2
aceBp,-13,2,2
aceBp,-12,2,2
aceBp,-11,2,2
aceBp,-10,2,2
aceBp,-9,2,2
aceBp,-8,2,2
aceBp,-7,2,2
aceBp,-6,2,2
aceBp,-5,2,2
aceBp,-37,1,3
aceBp,-36,1,3
aceBp,-35,1,3
aceBp,-34,1,3
aceBp,-33,1,3
aceBp,-32,1,3
aceBp,-31,1,3
aceBp,-30,1,3
aceBp,-29,1,3
aceBp,-28,1,3
aceBp,-27,1,3
aceBp,-14,2,3
aceBp,-13,2,3
aceBp,-12,2,3
aceBp,-11,2,3
aceBp,-10,2,3
aceBp,-9,2,3
aceBp,-8,2,3
aceBp,-7,2,3
aceBp,-6,2,3
aceBp,-5,2,3
aceBp,-37,1,4
aceBp,-36,1,4
aceBp,-35,1,4
aceBp,-34,1,4
aceBp,-33,1,4
aceBp,-32,1,4
aceBp,-31,1,4
aceBp,-30,1,4
aceBp,-14,2,4
aceBp,-13,2,4
aceBp,-12,2,4
aceBp,-11,2,4
aceBp,-10,2,4
aceBp,-9,2,4
aceBp,-8,2,4
aceBp,-7,2,4
aceBp,-6,2,4
aceBp,-5,2,4
aceBp,-37,1,5
aceBp,-36,1,5
aceBp,-35,1,5
aceBp,-34,1,5
aceBp,-33,1,5
aceBp,-32,1,5
aceBp,-31,1,5
aceBp,-30,1,5
aceBp,-14,2,5
aceBp,-13,2,5
aceBp,-12,2,5
aceBp,-11,2,5
aceBp,-10,2,5
aceBp,-9,2,5
aceBp,-8,2,5
aceBp,-7,2,5
aceBp,-6,2,5
aceBp,-5,2,5
aceBp,-79,1,6
aceBp,-44,2,6
aceBp,-37,3,6
aceBp,-36,3,6
aceBp,-35,3,6
aceBp,-34,3,6
aceBp,-33,3,6
aceBp,-32,3,6
aceBp,-31,3,6
aceBp,-30,3,6
aceBp,-15,4,6
aceBp,-14,4,6
aceBp,-13,4,6
aceBp,-12,4,6
aceBp,-11,4,6
aceBp,-10,4,6
aceBp,-9,4,6
aceBp,-8,4,6
aceBp,-7,4,6
aceBp,-6,4,6
aceBp,-5,4,6
aceBp,1,5,6
aceBp,19,6,6
aceBp,20,6,6
aceBp,21,6,6
aceBp,24,6,6
aceBp,35,7,6
aceBp,36,7,6
aceBp,-57,1,7
aceBp,-56,1,7
aceBp,-55,1,7
aceBp,-37,2,7
aceBp,-36,2,7
aceBp,-35,2,7
aceBp,-34,2,7
aceBp,-33,2,7
aceBp,-19,3,7
aceBp,-18,3,7
aceBp,-17,3,7
aceBp,-16,3,7
aceBp,-15,3,7
aceBp,-14,3,7
aceBp,-13,3,7
aceBp,-12,3,7
aceBp,-11,3,7
aceBp,-10,3,7
aceBp,-9,3,7
aceBp,-7,3,7
aceBp,20,4,7
aceBp,-60,1,8
aceBp,-59,1,8
aceBp,-58,1,8
aceBp,-57,1,8
aceBp,-56,1,8
aceBp,-55,1,8
aceBp,-37,2,8
aceBp,-36,2,8
aceBp,-35,2,8
aceBp,-34,2,8
aceBp,-33,2,8
aceBp,-17,3,8
aceBp,-16,3,8
aceBp,-14,3,8
aceBp,-13,3,8
aceBp,-12,3,8
aceBp,-11,3,8
aceBp,-10,3,8
aceBp,-9,3,8
aceBp,39,4,8
aceBp,-37,1,9
aceBp,-36,1,9
aceBp,-35,1,9
aceBp,-34,1,9
aceBp,-33,1,9
aceBp,-32,1,9
aceBp,-31,1,9
aceBp,-30,1,9
aceBp,-18,2,9
aceBp,-17,2,9
aceBp,-16,2,9
aceBp,-15,2,9
aceBp,-14,2,9
aceBp,-13,2,9
aceBp,-12,2,9
aceBp,-11,2,9
aceBp,-10,2,9
aceBp,-9,2,9
aceBp,-7,2,9
aceBp,-5,2,9
aceBp,-37,1,10
aceBp,-36,1,10
aceBp,-35,1,10
aceBp,-34,1,10
aceBp,-33,1,10
aceBp,-32,1,10
aceBp,-31,1,10
aceBp,-30,1,10
aceBp,-29,1,10
aceBp,-28,1,10
aceBp,-14,2,10
aceBp,-13,2,10
aceBp,-12,2,10
aceBp,-11,2,10
aceBp,-10,2,10
aceBp,-9,2,10
aceBp,-8,2,10
aceBp,-7,2,10
aceBp,-6,2,10
aceBp,-5,2,10
aceBp,-37,1,11
aceBp,-36,1,11
aceBp,-35,1,11
aceBp,-34,1,11
aceBp,-33,1,11
aceBp,-32,1,11
aceBp,-31,1,11
aceBp,-30,1,11
aceBp,-14,2,11
aceBp,-13,2,11
aceBp,-12,2,11
aceBp,-11,2,11
aceBp,-10,2,11
aceBp,-9,2,11
aceBp,-8,2,11
aceBp,-7,2,11
aceBp,-6,2,11
aceBp,-5,2,11
aceBp,-37,1,12
aceBp,-36,1,12
aceBp,-35,1,12
aceBp,-34,1,12
aceBp,-33,1,12
aceBp,-32,1,12
aceBp,-31,1,12
aceBp,-30,1,12
aceBp,-14,2,12
aceBp,-13,2,12
aceBp,-12,2,12
aceBp,-11,2,12
aceBp,-10,2,12
aceBp,-9,2,12
aceBp,-8,2,12
aceBp,-7,2,12
aceBp,-6,2,12
aceBp,-5,2,12
aceBp,-37,1,13
aceBp,-36,1,13
aceBp,-35,1,13
aceBp,-34,1,13
aceBp,-33,1,13
aceBp,-32,1,13
aceBp,-31,1,13
aceBp,-30,1,13
aceBp,-28,1,13
aceBp,-27,1,13
aceBp,-14,2,13
aceBp,-13,2,13
aceBp,-12,2,13
aceBp,-11,2,13
aceBp,-10,2,13
aceBp,-9,2,13
aceBp,-8,2,13
aceBp,-7,2,13
aceBp,-6,2,13
aceBp,-5,2,13
aceBp,-37,1,14
aceBp,-36,1,14
aceBp,-35,1,14
aceBp,-34,1,14
aceBp,-33,1,14
aceBp,-32,1,14
aceBp,-31,1,14
aceBp,-30,1,14
aceBp,-29,1,14
aceBp,-28,1,14
aceBp,-27,1,14
aceBp,-26,1,14
aceBp,-14,2,14
aceBp,-13,2,14
aceBp,-12,2,14
aceBp,-11,2,14
aceBp,-10,2,14
aceBp,-9,2,14
aceBp,-8,2,14
aceBp,-7,2,14
aceBp,-6,2,14
aceBp,-5,2,14
aceBp,2,3,14
aceBp,-37,1,15
aceBp,-36,1,15
aceBp,-35,1,15
aceBp,-34,1,15
aceBp,-33,1,15
aceBp,-32,1,15
aceBp,-31,1,15
aceBp,-30,1,15
aceBp,-28,1,15
aceBp,-27,1,15
aceBp,-26,1,15
aceBp,-14,2,15
aceBp,-13,2,15
aceBp,-12,2,15
aceBp,-11,2,15
aceBp,-10,2,15
aceBp,-9,2,15
aceBp,-8,2,15
aceBp,-7,2,15
aceBp,-6,2,15
aceBp,-5,2,15
aceBp,-37,1,16
aceBp,-36,1,16
aceBp,-35,1,16
aceBp,-34,1,16
aceBp,-33,1,16
aceBp,-32,1,16
aceBp,-31,1,16
aceBp,-30,1,16
aceBp,-27,1,16
aceBp,-17,2,16
aceBp,-16,2,16
aceBp,-14,2,16
aceBp,-13,2,16
aceBp,-12,2,16
aceBp,-11,2,16
aceBp,-10,2,16
aceBp,-9,2,16
aceBp,-8,2,16
aceBp,-7,2,16
aceBp,-6,2,16
aceBp,-5,2,16
aceBp,-37,1,17
aceBp,-36,1,17
aceBp,-35,1,17
aceBp,-34,1,17
aceBp,-33,1,17
aceBp,-32,1,17
aceBp,-31,1,17
aceBp,-30,1,17
aceBp,-14,2,17
aceBp,-13,2,17
aceBp,-12,2,17
aceBp,-11,2,17
aceBp,-10,2,17
aceBp,-9,2,17
aceBp,-8,2,17
aceBp,-7,2,17
aceBp,-6,2,17
aceBp,-5,2,17
aceBp,-37,1,18
aceBp,-36,1,18
aceBp,-35,1,18
aceBp,-34,1,18
aceBp,-33,1,18
aceBp,-32,1,18
aceBp,-31,1,18
aceBp,-30,1,18
aceBp,-14,2,18
aceBp,-13,2,18
aceBp,-12,2,18
aceBp,-11,2,18
aceBp,-10,2,18
aceBp,-9,2,18
aceBp,-8,2,18
aceBp,-7,2,18
aceBp,-6,2,18
aceBp,-5,2,18
aceBp,-37,1,19
aceBp,-36,1,19
aceBp,-35,1,19
aceBp,-34,1,19
aceBp,-33,1,19
aceBp,-32,1,19
aceBp,-31,1,19
aceBp,-30,1,19
aceBp,-14,2,19
aceBp,-13,2,19
aceBp,-12,2,19
aceBp,-11,2,19
aceBp,-10,2,19
aceBp,-9,2,19
aceBp,-8,2,19
aceBp,-7,2,19
aceBp,-6,2,19
aceBp,-5,2,19
aceBp,-37,1,20
aceBp,-36,1,20
aceBp,-35,1,20
aceBp,-34,1,20
aceBp,-33,1,20
aceBp,-32,1,20
aceBp,-31,1,20
aceBp,-30,1,20
aceBp,-29,1,20
aceBp,-28,1,20
aceBp,-27,1,20
aceBp,-26,1,20
aceBp,-14,2,20
aceBp,-13,2,20
aceBp,-12,2,20
aceBp,-11,2,20
aceBp,-10,2,20
aceBp,-9,2,20
aceBp,-6,2,20
aceBp,-5,2,20
aceBp,-37,1,21
aceBp,-36,1,21
aceBp,-35,1,21
aceBp,-34,1,21
aceBp,-33,1,21
aceBp,-32,1,21
aceBp,-31,1,21
aceBp,-30,1,21
aceBp,-14,2,21
aceBp,-13,2,21
aceBp,-12,2,21
aceBp,-11,2,21
aceBp,-10,2,21
aceBp,-9,2,21
aceBp,-8,2,21
aceBp,-7,2,21
aceBp,-6,2,21
aceBp,-5,2,21
aceBp,-37,1,22
aceBp,-36,1,22
aceBp,-35,1,22
aceBp,-34,1,22
aceBp,-33,1,22
aceBp,-32,1,22
aceBp,-31,1,22
aceBp,-30,1,22
aceBp,-29,1,22
aceBp,-28,1,22
aceBp,-27,1,22
aceBp,-18,2,22
aceBp,-17,2,22
